,title,rating,genre,score,star,budget,runtime,star_net_worth,movie_star_rating
110147,Traffic,R,Crime,7.6,Michael Douglas,48000000,147,350000000,A
110209,What Lies Beneath,PG-13,Drama,6.6,Harrison Ford,100000000,130,300000000,A
110283,"Dude, Where's My Car?",PG-13,Comedy,5.5,Ashton Kutcher,13000000,83,200000000,A
110293,Meet the Parents,PG-13,Comedy,7,Ben Stiller,55000000,108,200000000,A
110391,Miss Congeniality,PG-13,Action,6.3,Sandra Bullock,45000000,109,200000000,A
110439,Battlefield Earth,PG-13,Action,2.5,John Travolta,73000000,118,250000000,A
110471,The Whole Nine Yards,R,Comedy,6.7,Bruce Willis,41300000,98,250000000,A
110497,"Me, Myself & Irene",R,Comedy,6.6,Jim Carrey,51000000,116,180000000,A
110629,How the Grinch Stole Christmas,PG,Comedy,6.2,Jim Carrey,123000000,104,180000000,A
110650,What Women Want,PG-13,Comedy,6.4,Mel Gibson,70000000,127,425000000,A
112086,The Replacements,PG-13,Comedy,6.6,Keanu Reeves,50000000,118,360000000,A
112110,Next Friday,R,Comedy,6.2,Ice Cube,11000000,98,160000000,A
112118,Little Nicky,PG-13,Comedy,5.3,Adam Sandler,85000000,90,420000000,A
112238,28 Days,PG-13,Comedy,6.1,Sandra Bullock,43000000,103,200000000,A
112254,Shanghai Noon,PG-13,Action,6.6,Jackie Chan,55000000,110,400000000,A
112431,Get Carter,R,Action,5.2,Sylvester Stallone,63600000,102,400000000,A
112449,Wonder Boys,R,Comedy,7.3,Michael Douglas,55000000,107,350000000,A
112529,Finding Forrester,PG-13,Drama,7.3,Sean Connery,43000000,136,350000000,A
112538,The Legend of Bagger Vance,PG-13,Drama,6.7,Will Smith,80000000,126,350000000,A
112547,Titan A.E.,PG,Animation,6.6,Matt Damon,75000000,94,170000000,A
112715,Romeo Must Die,R,Action,6.1,Jet Li,25000000,115,250000000,A
112760,Keeping the Faith,PG-13,Comedy,6.4,Ben Stiller,29000000,128,200000000,A
112876,Thirteen Days,PG-13,Drama,7.3,Kevin Costner,80000000,145,250000000,A
112904,The Kid,PG,Comedy,6.1,Bruce Willis,65000000,104,250000000,A
113202,All the Pretty Horses,PG-13,Drama,5.8,Matt Damon,57000000,116,170000000,A
113465,The Adventures of Rocky & Bullwinkle,PG,Animation,4.2,Robert De Niro,76000000,92,500000000,A
114118,The Yards,R,Crime,6.4,Mark Wahlberg,24000000,115,300000000,A
114478,Lucky Numbers,R,Comedy,5,John Travolta,63000000,105,250000000,A
115755,The Next Best Thing,PG-13,Comedy,4.7,Madonna,25000000,108,850000000,A
115854,The Fast and the Furious,PG-13,Action,6.8,Vin Diesel,38000000,106,225000000,A
115894,Legally Blonde,PG-13,Comedy,6.3,Reese Witherspoon,18000000,96,200000000,A
115977,Ocean's Eleven,PG-13,Crime,7.7,George Clooney,85000000,116,500000000,A
115987,Shrek,PG,Animation,7.9,Mike Myers,60000000,90,200000000,A
116067,Training Day,R,Crime,7.7,Denzel Washington,45000000,122,250000000,A
116184,Hannibal,R,Crime,6.8,Anthony Hopkins,87000000,131,160000000,A
116222,Moulin Rouge!,PG-13,Drama,7.6,Nicole Kidman,50000000,127,250000000,A
116230,Vanilla Sky,R,Fantasy,6.9,Tom Cruise,68000000,136,600000000,A
116248,Planet of the Apes,PG-13,Action,5.7,Mark Wahlberg,100000000,119,300000000,A
116286,The Others,PG-13,Horror,7.6,Nicole Kidman,17000000,104,250000000,A
116400,Zoolander,PG-13,Comedy,6.5,Ben Stiller,28000000,90,200000000,A
116434,Swordfish,R,Action,6.5,John Travolta,102000000,99,250000000,A
116485,Hardball,R,Drama,6.4,Keanu Reeves,32000000,106,360000000,A
116942,The Last Castle,R,Action,7,Robert Redford,72000000,131,200000000,A
116964,Spy Game,R,Action,7.1,Robert Redford,115000000,126,200000000,A
117024,Along Came a Spider,R,Drama,6.4,Morgan Freeman,60000000,104,250000000,A
117041,Rush Hour 2,PG-13,Action,6.6,Jackie Chan,90000000,90,400000000,A
117069,Domestic Disturbance,PG-13,Crime,5.6,John Travolta,75000000,89,250000000,A
117242,The Score,R,Action,6.8,Robert De Niro,68000000,124,500000000,A
117291,The Mexican,R,Adventure,6.1,Brad Pitt,57000000,123,300000000,A
117518,The Pledge,R,Crime,6.8,Jack Nicholson,35000000,124,400000000,A
117586,Rock Star,R,Drama,6.3,Mark Wahlberg,57000000,105,300000000,A
117662,The Wedding Planner,PG-13,Comedy,5.3,Jennifer Lopez,35000000,103,400000000,A
117717,Sweet November,PG-13,Drama,6.7,Keanu Reeves,40000000,119,360000000,A
117743,Don't Say a Word,R,Drama,6.3,Michael Douglas,50000000,113,350000000,A
117763,Ali,R,Biography,6.8,Will Smith,107000000,157,350000000,A
117797,Bandits,PG-13,Comedy,6.5,Bruce Willis,75000000,123,250000000,A
117965,Driven,PG-13,Action,4.6,Sylvester Stallone,94000000,116,400000000,A
118333,The Majestic,PG,Drama,6.9,Jim Carrey,72000000,152,180000000,A
118452,The One,PG-13,Action,5.9,Jet Li,49000000,87,250000000,A
118735,Hearts in Atlantis,PG-13,Drama,6.9,Anthony Hopkins,31000000,101,160000000,A
118743,America's Sweethearts,PG-13,Comedy,5.7,Julia Roberts,46000000,102,250000000,A
118753,Kiss of the Dragon,R,Action,6.6,Jet Li,25000000,98,250000000,A
119166,The Tailor of Panama,R,Comedy,6.2,Pierce Brosnan,21000000,109,200000000,A
119184,15 Minutes,R,Action,6.1,Robert De Niro,60000000,120,500000000,A
119506,Angel Eyes,R,Drama,5.6,Jennifer Lopez,53000000,102,400000000,A
119647,Birthday Girl,R,Comedy,6.1,Nicole Kidman,13000000,93,250000000,A
119825,Dr. Dolittle 2,PG,Comedy,4.7,Eddie Murphy,70000000,87,200000000,A
120439,Glitter,PG-13,Drama,2.3,Mariah Carey,22000000,104,320000000,A
120985,8 Mile,R,Drama,7.1,Eminem,41000000,110,230000000,A
121066,Road to Perdition,R,Crime,7.7,Tom Hanks,80000000,117,400000000,A
121108,Catch Me If You Can,PG-13,Biography,8.1,Leonardo DiCaprio,52000000,141,260000000,A
121337,Signs,PG-13,Drama,6.7,Mel Gibson,72000000,106,425000000,A
121504,Minority Report,PG-13,Action,7.6,Tom Cruise,102000000,145,600000000,A
121542,Austin Powers in Goldmember,PG-13,Action,6.2,Mike Myers,63000000,94,200000000,A
121552,Red Dragon,R,Crime,7.2,Anthony Hopkins,78000000,124,160000000,A
121570,Gangs of New York,R,Crime,7.5,Leonardo DiCaprio,100000000,167,260000000,A
121631,Sweet Home Alabama,PG-13,Comedy,6.2,Reese Witherspoon,30000000,108,200000000,A
121971,We Were Soldiers,R,Action,7.2,Mel Gibson,75000000,138,425000000,A
122003,xXx,PG-13,Action,5.9,Vin Diesel,70000000,124,225000000,A
122068,The Scorpion King,PG-13,Action,5.5,Dwayne Johnson,60000000,92,320000000,A
122078,Punch-Drunk Love,R,Comedy,7.3,Adam Sandler,25000000,95,420000000,A
122086,Die Another Day,PG-13,Action,6.1,Pierce Brosnan,142000000,133,200000000,A
122252,Maid in Manhattan,PG-13,Comedy,5.3,Jennifer Lopez,55000000,105,400000000,A
122272,Spirit: Stallion of the Cimarron,G,Animation,7.2,Matt Damon,80000000,83,170000000,A
122299,Frida,R,Biography,7.4,Salma Hayek,12000000,123,200000000,A
122445,The Hours,PG-13,Drama,7.5,Meryl Streep,25000000,110,160000000,A
122582,Mr. Deeds,PG-13,Comedy,5.8,Adam Sandler,50000000,96,420000000,A
122616,John Q,PG-13,Crime,7.1,Denzel Washington,36000000,116,250000000,A
122624,25th Hour,R,Drama,7.6,Edward Norton,5000000,135,300000000,A
122641,Solaris,PG-13,Drama,6.2,George Clooney,47000000,99,500000000,A
122688,I Spy,PG-13,Action,5.4,Eddie Murphy,70000000,97,200000000,A
122754,Antwone Fisher,PG-13,Biography,7.3,Denzel Washington,12500000,120,250000000,A
122762,The Good Girl,R,Drama,6.4,Jennifer Aniston,8000000,93,300000000,A
122802,Enough,PG-13,Crime,5.8,Jennifer Lopez,38000000,115,400000000,A
122922,Two Weeks Notice,PG-13,Comedy,6.1,Sandra Bullock,60000000,101,200000000,A
123023,About Schmidt,R,Comedy,7.1,Jack Nicholson,30000000,125,400000000,A
123072,Friday After Next,R,Comedy,5.8,Ice Cube,10000000,85,160000000,A
123080,Eye See You,R,Crime,5.3,Sylvester Stallone,55000000,96,400000000,A
123124,Murder by Numbers,R,Crime,6.2,Sandra Bullock,50000000,115,200000000,A
123157,Hart's War,R,Drama,6.3,Bruce Willis,70000000,125,250000000,A
123175,Swept Away,R,Comedy,3.6,Madonna,10000000,89,850000000,A
123221,Dragonfly,PG-13,Drama,6.1,Kevin Costner,60000000,104,250000000,A
123308,Divine Secrets of the Ya-Ya Sisterhood,PG-13,Drama,6.1,Sandra Bullock,27000000,116,200000000,A
123385,The Tuxedo,PG-13,Action,5.4,Jackie Chan,60000000,98,400000000,A
123410,K-19: The Widowmaker,PG-13,Drama,6.7,Harrison Ford,100000000,138,300000000,A
123484,White Oleander,PG-13,Drama,7.1,Michelle Pfeiffer,16000000,109,250000000,A
123600,Blood Work,R,Action,6.4,Clint Eastwood,50000000,110,375000000,A
123610,Collateral Damage,R,Action,5.5,Arnold Schwarzenegger,85000000,108,400000000,A
123667,Barbershop,PG-13,Comedy,6.3,Ice Cube,12000000,102,160000000,A
124660,All About the Benjamins,R,Action,5.9,Ice Cube,15000000,95,160000000,A
125095,Analyze That,R,Comedy,5.9,Robert De Niro,60000000,96,500000000,A
125146,The Adventures of Pluto Nash,PG-13,Action,3.8,Eddie Murphy,100000000,95,200000000,A
125169,Eight Crazy Nights,PG-13,Animation,5.3,Adam Sandler,34000000,76,420000000,A
125178,Full Frontal,R,Comedy,4.7,Julia Roberts,2000000,101,250000000,A
125239,Showtime,PG-13,Action,5.5,Robert De Niro,85000000,95,500000000,A
125795,City by the Sea,R,Crime,6.1,Robert De Niro,40000000,108,500000000,A
126288,Lost in Translation,R,Comedy,7.7,Bill Murray,4000000,102,180000000,A
126362,The Matrix Reloaded,R,Action,7.2,Keanu Reeves,150000000,138,360000000,A
126626,Terminator 3: Rise of the Machines,R,Action,6.3,Arnold Schwarzenegger,200000000,109,400000000,A
126694,Monster,R,Biography,7.3,Charlize Theron,8000000,109,160000000,A
127047,The Matrix Revolutions,R,Action,6.7,Keanu Reeves,150000000,129,360000000,A
127340,The Texas Chainsaw Massacre,R,Crime,6.2,Jessica Biel,9500000,98,250000000,A
127397,The Last Samurai,R,Action,7.7,Tom Cruise,140000000,154,600000000,A
127518,The Rundown,PG-13,Action,6.7,Dwayne Johnson,85000000,104,320000000,A
127848,The League of Extraordinary Gentlemen,PG-13,Action,5.8,Sean Connery,78000000,110,350000000,A
127876,Bad Boys II,R,Action,6.6,Will Smith,130000000,147,350000000,A
127886,Open Range,R,Action,7.4,Kevin Costner,22000000,139,250000000,A
127906,Mona Lisa Smile,PG-13,Drama,6.5,Julia Roberts,65000000,117,250000000,A
127926,Bruce Almighty,PG-13,Comedy,6.7,Jim Carrey,81000000,101,180000000,A
127936,Dogville,R,Crime,8,Nicole Kidman,10000000,178,250000000,A
127944,Elf,PG,Adventure,7,Will Ferrell,33000000,97,160000000,A
128012,Anger Management,PG-13,Comedy,6.2,Jack Nicholson,75000000,106,400000000,A
128051,Something's Gotta Give,PG-13,Comedy,6.7,Jack Nicholson,80000000,128,400000000,A
128059,Girl with a Pearl Earring,PG-13,Biography,6.9,Scarlett Johansson,12000000,100,165000000,A
128068,The Cat in the Hat,PG,Adventure,4,Mike Myers,109000000,82,200000000,A
128137,Tears of the Sun,R,Action,6.6,Bruce Willis,75000000,121,250000000,A
128165,Intolerable Cruelty,PG-13,Comedy,6.2,George Clooney,60000000,100,500000000,A
128230,Just Married,PG-13,Comedy,5.5,Ashton Kutcher,18000000,95,200000000,A
128507,Out of Time,PG-13,Crime,6.5,Denzel Washington,50000000,105,250000000,A
128700,Shanghai Knights,PG-13,Action,6.2,Jackie Chan,50000000,114,400000000,A
128710,Dreamcatcher,R,Drama,5.5,Morgan Freeman,68000000,134,250000000,A
128795,Daddy Day Care,PG,Comedy,5.6,Eddie Murphy,60000000,92,200000000,A
128821,Duplex,PG-13,Comedy,5.9,Ben Stiller,40000000,89,200000000,A
128855,Honey,PG-13,Drama,5.4,Jessica Alba,18000000,94,200000000,A
129204,The Haunted Mansion,PG,Comedy,5.1,Eddie Murphy,90000000,88,200000000,A
129233,Sinbad: Legend of the Seven Seas,PG,Animation,6.7,Brad Pitt,60000000,86,300000000,A
129273,A Man Apart,R,Action,6.1,Vin Diesel,36000000,109,225000000,A
129302,Basic,R,Action,6.5,John Travolta,50000000,98,250000000,A
129330,The Human Stain,R,Drama,6.3,Anthony Hopkins,30000000,106,160000000,A
129497,Cradle 2 the Grave,R,Action,5.8,Jet Li,25000000,101,250000000,A
130101,Hollywood Homicide,PG-13,Action,5.3,Harrison Ford,75000000,116,300000000,A
130185,Stuck on You,PG-13,Comedy,5.7,Matt Damon,55000000,118,170000000,A
130313,The Medallion,PG-13,Action,5.3,Jackie Chan,41000000,88,400000000,A
130798,My Boss's Daughter,PG-13,Comedy,4.7,Ashton Kutcher,14000000,86,200000000,A
132676,Troy,R,Drama,7.2,Brad Pitt,175000000,163,300000000,A
132695,Eternal Sunshine of the Spotless Mind,R,Drama,8.3,Jim Carrey,20000000,108,180000000,A
132749,The Terminal,PG-13,Comedy,7.4,Tom Hanks,60000000,128,400000000,A
132763,Van Helsing,PG-13,Action,6.1,Hugh Jackman,160000000,131,180000000,A
132836,Collateral,R,Crime,7.5,Tom Cruise,65000000,120,600000000,A
132933,"I, Robot",PG-13,Action,7.1,Will Smith,120000000,115,350000000,A
132943,Spanglish,PG-13,Comedy,6.4,Adam Sandler,80000000,131,420000000,A
133073,The Butterfly Effect,R,Drama,7.6,Ashton Kutcher,13000000,113,200000000,A
133136,50 First Dates,PG-13,Comedy,6.8,Adam Sandler,75000000,99,420000000,A
133215,Shrek 2,PG,Animation,7.2,Mike Myers,150000000,93,200000000,A
133233,The Bourne Supremacy,PG-13,Action,7.7,Matt Damon,75000000,108,170000000,A
133319,Anchorman: The Legend of Ron Burgundy,PG-13,Comedy,7.2,Will Ferrell,26000000,94,160000000,A
133327,Walking Tall,PG-13,Action,6.3,Dwayne Johnson,46000000,86,320000000,A
133365,The Life Aquatic with Steve Zissou,R,Action,7.3,Bill Murray,50000000,119,180000000,A
133373,A Series of Unfortunate Events,PG,Adventure,6.8,Jim Carrey,140000000,108,180000000,A
133512,The Chronicles of Riddick,R,Action,6.7,Vin Diesel,105000000,119,225000000,A
133528,The Manchurian Candidate,R,Drama,6.6,Denzel Washington,80000000,129,250000000,A
133558,Ocean's Twelve,PG-13,Crime,6.5,George Clooney,110000000,125,500000000,A
133595,Meet the Fockers,PG-13,Comedy,6.3,Ben Stiller,80000000,115,200000000,A
133665,Starsky & Hutch,PG-13,Comedy,6.1,Ben Stiller,60000000,101,200000000,A
133678,Shark Tale,PG,Animation,6,Will Smith,75000000,90,350000000,A
133749,Along Came Polly,PG-13,Comedy,6,Ben Stiller,42000000,90,200000000,A
133793,The Ladykillers,R,Comedy,6.2,Tom Hanks,35000000,104,400000000,A
133836,The Perfect Score,PG-13,Comedy,5.7,Scarlett Johansson,40000000,93,165000000,A
134195,Team America: World Police,R,Action,7.2,Trey Parker,32000000,98,600000000,A
134303,Around the World in 80 Days,PG,Action,5.9,Jackie Chan,110000000,120,400000000,A
134374,The Polar Express,G,Animation,6.6,Tom Hanks,165000000,100,400000000,A
134724,The Stepford Wives,PG-13,Comedy,5.3,Nicole Kidman,90000000,93,250000000,A
134806,After the Sunset,PG-13,Action,6.3,Pierce Brosnan,60000000,97,200000000,A
135287,New York Minute,PG,Comedy,5,Mary-Kate Olsen,30000000,91,250000000,A
135308,Birth,R,Drama,6.2,Nicole Kidman,20000000,100,250000000,A
135373,Vanity Fair,PG-13,Drama,6.2,Reese Witherspoon,23000000,141,200000000,A
135506,The Whole Ten Yards,PG-13,Comedy,5.5,Bruce Willis,40000000,98,250000000,A
135516,Envy,PG-13,Comedy,4.8,Ben Stiller,40000000,99,200000000,A
136352,Eulogy,R,Comedy,6.5,Ray Romano,6500000,91,200000000,A
136571,Laws of Attraction,PG-13,Comedy,5.9,Pierce Brosnan,32000000,90,200000000,A
137156,War of the Worlds,PG-13,Adventure,6.5,Tom Cruise,132000000,116,600000000,A
137217,Constantine,R,Action,7,Keanu Reeves,100000000,121,360000000,A
137546,Mr. & Mrs. Smith,PG-13,Action,6.5,Brad Pitt,110000000,120,300000000,A
137587,Match Point,R,Drama,7.6,Scarlett Johansson,15000000,124,165000000,A
137836,The Longest Yard,PG-13,Comedy,6.4,Adam Sandler,82000000,113,420000000,A
137891,Four Brothers,R,Action,6.8,Mark Wahlberg,45000000,109,300000000,A
137918,The Interpreter,PG-13,Crime,6.4,Nicole Kidman,80000000,128,250000000,A
138038,The Pacifier,PG,Action,5.6,Vin Diesel,56000000,95,225000000,A
138068,Hitch,PG-13,Comedy,6.6,Will Smith,70000000,118,350000000,A
138479,Be Cool,PG-13,Comedy,5.6,John Travolta,53000000,118,250000000,A
138593,The Brothers Grimm,PG-13,Action,5.9,Matt Damon,88000000,118,170000000,A
138888,Æon Flux,PG-13,Action,5.5,Charlize Theron,62000000,93,160000000,A
138925,Rumor Has It...,PG-13,Comedy,5.5,Jennifer Aniston,70000000,97,300000000,A
138984,Kicking & Screaming,PG,Comedy,5.6,Will Ferrell,45000000,95,160000000,A
139126,Broken Flowers,R,Comedy,7.2,Bill Murray,10000000,106,180000000,A
139138,Fun with Dick and Jane,PG-13,Comedy,6.2,Jim Carrey,100000000,90,180000000,A
139174,Just Like Heaven,PG-13,Comedy,6.7,Reese Witherspoon,58000000,95,200000000,A
139273,Monster-in-Law,PG-13,Comedy,5.6,Jennifer Lopez,43000000,101,400000000,A
139611,Hide and Seek,R,Drama,6,Robert De Niro,30000000,101,500000000,A
140129,Miss Congeniality 2: Armed & Fabulous,PG-13,Action,5.1,Sandra Bullock,45000000,115,200000000,A
140156,xXx: State of the Union,PG-13,Action,4.5,Ice Cube,113000000,101,160000000,A
140165,Syriana,R,Drama,6.9,George Clooney,50000000,128,500000000,A
140174,North Country,R,Drama,7.3,Charlize Theron,35000000,126,160000000,A
140363,Unleashed,R,Action,7,Jet Li,45000000,103,250000000,A
140469,Hostage,R,Action,6.5,Bruce Willis,52000000,113,250000000,A
140641,Bewitched,PG-13,Comedy,4.8,Nicole Kidman,85000000,102,250000000,A
140817,A Lot Like Love,PG-13,Comedy,6.6,Ashton Kutcher,30000000,107,200000000,A
140933,The World's Fastest Indian,PG-13,Biography,7.8,Anthony Hopkins,25000000,127,160000000,A
141003,The Matador,R,Comedy,6.7,Pierce Brosnan,12500000,96,200000000,A
141115,Guess Who,PG-13,Comedy,5.9,Ashton Kutcher,35000000,105,200000000,A
141791,Are We There Yet?,PG,Adventure,4.7,Ice Cube,32000000,95,160000000,A
141931,An Unfinished Life,PG-13,Drama,7,Jennifer Lopez,30000000,108,400000000,A
143191,The Departed,R,Crime,8.5,Leonardo DiCaprio,90000000,151,260000000,A
143292,Casino Royale,PG-13,Action,8,Daniel Craig,150000000,144,160000000,A
143385,The Da Vinci Code,PG-13,Mystery,6.6,Tom Hanks,125000000,149,400000000,A
143405,The Pursuit of Happyness,PG-13,Biography,8,Will Smith,55000000,117,350000000,A
143435,Blood Diamond,R,Adventure,8,Leonardo DiCaprio,100000000,143,260000000,A
143452,Night at the Museum,PG,Adventure,6.4,Ben Stiller,110000000,108,200000000,A
143462,Mission: Impossible III,PG-13,Action,6.9,Tom Cruise,150000000,126,600000000,A
143501,Inside Man,R,Crime,7.6,Denzel Washington,45000000,129,250000000,A
143654,The Fountain,PG-13,Drama,7.2,Hugh Jackman,35000000,97,180000000,A
143713,Click,PG-13,Comedy,6.4,Adam Sandler,82500000,107,420000000,A
143910,Deja Vu,PG-13,Action,7,Denzel Washington,75000000,126,250000000,A
144207,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,Comedy,7.3,Sacha Baron Cohen,18000000,84,160000000,A
144257,The Illusionist,PG-13,Drama,7.6,Edward Norton,16500000,110,300000000,A
144292,Over the Hedge,PG,Animation,6.7,Bruce Willis,80000000,83,250000000,A
144320,Stranger Than Fiction,PG-13,Comedy,7.5,Will Ferrell,30000000,113,160000000,A
144596,The Good Shepherd,R,Drama,6.7,Matt Damon,110000000,167,170000000,A
144603,Rocky Balboa,PG,Action,7.1,Sylvester Stallone,24000000,102,400000000,A
144628,Dreamgirls,PG-13,Drama,6.5,Beyoncé,70000000,130,500000000,A
144684,Babel,R,Drama,7.4,Brad Pitt,25000000,143,300000000,A
144836,Scoop,PG-13,Comedy,6.6,Scarlett Johansson,17300000,96,165000000,A
144866,Employee of the Month,PG-13,Comedy,5.5,Jessica Simpson,12000000,103,200000000,A
145024,Flushed Away,PG,Animation,6.6,Hugh Jackman,149000000,85,180000000,A
145068,A Scanner Darkly,R,Animation,7.1,Keanu Reeves,8700000,100,360000000,A
145112,The Break-Up,PG-13,Comedy,5.8,Jennifer Aniston,52000000,106,300000000,A
145240,Southland Tales,R,Comedy,5.4,Dwayne Johnson,17000000,145,320000000,A
145306,16 Blocks,PG-13,Action,6.6,Bruce Willis,52000000,102,250000000,A
145334,The Lake House,PG,Drama,6.8,Keanu Reeves,40000000,99,360000000,A
145377,Open Season,PG,Animation,6.1,Ashton Kutcher,85000000,86,200000000,A
145889,Seraphim Falls,R,Action,6.7,Pierce Brosnan,18000000,115,200000000,A
145897,Invincible,PG,Biography,7.1,Mark Wahlberg,40000000,105,300000000,A
145990,Firewall,PG-13,Action,5.8,Harrison Ford,50000000,105,300000000,A
146109,Madea's Family Reunion,PG-13,Comedy,5.3,Tyler Perry,6000000,107,800000000,A
146424,Find Me Guilty,R,Biography,7,Vin Diesel,13000000,125,225000000,A
146443,Curious George,G,Animation,6.5,Will Ferrell,50000000,87,160000000,A
146690,Friends with Money,R,Comedy,5.8,Jennifer Aniston,6500000,88,300000000,A
146794,Bobby,R,Biography,7,Anthony Hopkins,14000000,117,160000000,A
147013,Gridiron Gang,PG-13,Biography,6.9,Dwayne Johnson,30000000,125,320000000,A
147372,The Sentinel,PG-13,Action,6.1,Michael Douglas,60000000,108,350000000,A
147630,Gone Baby Gone,R,Crime,7.6,Morgan Freeman,19000000,114,250000000,A
147840,Shooter,R,Action,7.2,Mark Wahlberg,61000000,124,300000000,A
147936,American Gangster,R,Biography,7.8,Denzel Washington,100000000,157,250000000,A
147976,Live Free or Die Hard,PG-13,Action,7.1,Bruce Willis,110000000,128,250000000,A
147994,I Am Legend,PG-13,Action,7.2,Will Smith,150000000,101,350000000,A
148322,The Nanny Diaries,PG-13,Comedy,6.2,Scarlett Johansson,20000000,105,165000000,A
148522,The Bourne Ultimatum,PG-13,Action,8,Matt Damon,110000000,115,170000000,A
148532,Norbit,PG-13,Comedy,4.1,Eddie Murphy,60000000,102,200000000,A
148770,Ocean's Thirteen,PG-13,Crime,6.9,George Clooney,85000000,122,500000000,A
148780,Blades of Glory,PG-13,Comedy,6.3,Will Ferrell,61000000,93,160000000,A
149158,Bee Movie,PG,Animation,6.1,Jerry Seinfeld,150000000,91,950000000,A
149168,The Heartbreak Kid,R,Comedy,5.8,Ben Stiller,60000000,116,200000000,A
149205,Shrek the Third,PG,Animation,6.1,Mike Myers,160000000,93,200000000,A
149315,The Golden Compass,PG-13,Adventure,6.1,Nicole Kidman,180000000,113,250000000,A
149332,Rush Hour 3,PG-13,Action,6.2,Jackie Chan,140000000,91,400000000,A
149423,Michael Clayton,R,Crime,7.2,George Clooney,25000000,119,500000000,A
149432,The Bucket List,PG-13,Adventure,7.4,Jack Nicholson,45000000,97,400000000,A
149450,Charlie Wilson's War,R,Biography,7,Tom Hanks,75000000,102,400000000,A
149585,The Game Plan,PG,Comedy,6.1,Dwayne Johnson,22000000,110,320000000,A
149624,Premonition,PG-13,Drama,5.9,Sandra Bullock,20000000,96,200000000,A
149856,Mr. Brooks,R,Crime,7.3,Kevin Costner,20000000,120,250000000,A
150062,The Number 23,R,Crime,6.4,Jim Carrey,30000000,98,180000000,A
150157,I Now Pronounce You Chuck & Larry,PG-13,Comedy,5.9,Adam Sandler,85000000,115,420000000,A
150334,War,R,Action,6.2,Jet Li,25000000,103,250000000,A
151149,Reign Over Me,R,Drama,7.4,Adam Sandler,20000000,124,420000000,A
151444,Margot at the Wedding,R,Comedy,6,Nicole Kidman,10000000,91,250000000,A
151522,Tyler Perry's Why Did I Get Married?,PG-13,Comedy,5.9,Tyler Perry,15000000,113,800000000,A
151577,The Invasion,PG-13,Sci-Fi,5.9,Nicole Kidman,80000000,99,250000000,A
151681,The Great Debaters,PG-13,Biography,7.5,Denzel Washington,15000000,126,250000000,A
151691,Georgia Rule,R,Comedy,5.8,Jane Fonda,20000000,113,200000000,A
151773,Lions for Lambs,R,Crime,6.2,Tom Cruise,35000000,92,600000000,A
152131,Rendition,R,Drama,6.8,Reese Witherspoon,27500000,122,200000000,A
152523,The Incredible Hulk,PG-13,Action,6.7,Edward Norton,150000000,112,300000000,A
152595,Tropic Thunder,R,Action,7,Ben Stiller,92000000,107,200000000,A
152603,Step Brothers,R,Comedy,6.9,Will Ferrell,65000000,98,160000000,A
152611,Quantum of Solace,PG-13,Action,6.6,Daniel Craig,200000000,106,160000000,A
152633,Mamma Mia!,PG-13,Comedy,6.4,Meryl Streep,52000000,108,160000000,A
152686,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,Action,6.1,Harrison Ford,185000000,122,300000000,A
152803,The Curious Case of Benjamin Button,PG-13,Drama,7.8,Brad Pitt,150000000,166,300000000,A
152997,Burn After Reading,R,Comedy,7,Brad Pitt,37000000,96,300000000,A
153004,Revolutionary Road,R,Drama,7.3,Leonardo DiCaprio,35000000,119,260000000,A
153046,Seven Pounds,PG-13,Drama,7.6,Will Smith,55000000,123,350000000,A
153121,Gran Torino,R,Drama,8.1,Clint Eastwood,33000000,116,375000000,A
153197,Rambo,R,Action,7,Sylvester Stallone,50000000,92,400000000,A
153240,The Happening,R,Drama,5,Mark Wahlberg,48000000,91,300000000,A
153428,Hancock,PG-13,Action,6.4,Will Smith,150000000,92,350000000,A
153526,Bolt,PG,Animation,6.8,John Travolta,150000000,96,250000000,A
153638,Valkyrie,PG-13,Drama,7.1,Tom Cruise,75000000,121,600000000,A
153714,Defiance,R,Action,7.2,Daniel Craig,32000000,137,160000000,A
153856,The Forbidden Kingdom,PG-13,Action,6.6,Jackie Chan,55000000,104,400000000,A
153887,Australia,PG-13,Adventure,6.6,Nicole Kidman,130000000,165,250000000,A
153903,Yes Man,PG-13,Comedy,6.8,Jim Carrey,70000000,104,180000000,A
153929,Body of Lies,R,Action,7.1,Leonardo DiCaprio,70000000,128,260000000,A
154048,Street Kings,R,Action,6.8,Keanu Reeves,20000000,109,360000000,A
154097,You Don't Mess with the Zohan,PG-13,Comedy,5.5,Adam Sandler,90000000,113,420000000,A
154334,Max Payne,PG-13,Action,5.3,Mark Wahlberg,35000000,100,300000000,A
154351,The Day the Earth Stood Still,PG-13,Drama,5.5,Keanu Reeves,80000000,104,360000000,A
154472,Madagascar: Escape 2 Africa,PG,Animation,6.6,Ben Stiller,150000000,89,200000000,A
154648,Semi-Pro,R,Comedy,5.8,Will Ferrell,55000000,91,160000000,A
154905,Horton Hears a Who!,G,Animation,6.8,Jim Carrey,85000000,86,180000000,A
155038,Doubt,PG-13,Drama,7.5,Meryl Streep,20000000,104,160000000,A
155106,Bedtime Stories,PG,Adventure,6,Adam Sandler,80000000,99,420000000,A
155417,Righteous Kill,R,Crime,6,Robert De Niro,60000000,101,500000000,A
